asin,reviewerID,reviewTime,reviewerName,reviews.title,reviews.text,reviews.rating
B008GDW9FW,A3756C3K7HHUEA,"10 21, 2012",Kay Wendler,THE UNEXPECTED ROOMMATE,I THOUGHT IT WAS A TERRIBLE BOOK ONLY READ I/3 OF IT AND DELETED IT. SUCH LANGUAGE AND DISCIPSION WERE AWFUL. WILL NEVER BUY ANOTHER ONE OF HER BOOKS.,1
B004NEW1P6,A10D05QYUQ6E7C,"03 1, 2012",kay1969,Too crude for me!,I read into about 11% on my Kindle and am deleting it.  I'm so sorry I did not read the previous reviews to learn more about this book.  It is filthy and I do not want it on my Kindle.  I will definitely read reviews first in the future and not just go by the star ratings.,1
B0071NVEC2,A89L8O00O4XFH,"02 24, 2014",CJ,Possibly A good story,"This book is all over the place. Very confusing, cause it takes a minute to realize a different character is talking. I was totally irritated with all the typos and grammatical errors in this book. I am a firm believer in if you're going to do something do it right.",1
B004YQVOXS,A3QFM87NA4FFL0,"12 2, 2012",Jessica M. Bush,Monotonous,"I stopped reading after the 4th tale when I noticed that the main characters all seem to be the same woman with long black hair. (And I'm guessing here but I think the author uses herself as the inspiration for these characters since at least one of the names starts with her first initial and uses a last name very close to her own.) The writing has a monotonous tone and when each story read the same as the last,  I got bored. If you're looking for originality and something to keep you on the edge... move on. You won't find it here.",1
B00BEQIWHM,A2MS3PGTFQFM49,"03 14, 2013","dorothea ""dot""",Waste of Time,I was sorry I bought this book. Not that it was expensive but I considered it a total waste of time.I made myself get to the last page......admittedly skipping many pages........so that I could review it as a whole.I thought it would be a more spiritual journey but it dealt with ordinary situations whilst trying to make them extraordinary.I consider myself a writer and was determined I wouldn't give a fellow writer a bad time but it was just  too boring. Sorry Catherine Revell. This one wasn't for me but I haven't given up on you.  Will buy more of your books when I come across them.  I am sure there are other readers out there who would  love your work.,1
B00B11PYLM,AEGA940IMXGS5,"03 23, 2013",No,Did not finish it.,This was one of the most boring books I have ever read and would not recommend it to anyone to read!,1
B0080XQWME,A3RDDLYO829G9G,"04 24, 2013",Mel,Too general,This book was very disappointing. It was all written in a vague way and I found it boring. Sorry I do not recommend this book,1
B00BBX9B3C,ACG272OHY22ET,"07 9, 2013","Terry a davis ""terry davis""",No comment,"Was okay. Too, dry, for one thing. So boring, it put me to sleep. Oh, and very very short.. a DON'T read book.",1
B006P5KZNQ,A1EYAEOBDSCSYZ,"01 11, 2012",Little Lucy,THE BIG WASTE,"I bough the""thug letter"" and I was so disapointed after about three minutes of reading I was finished.I love ms clark work I have all of her books and they are great. I though I was going to be reading some good stuff from Trae to Tasha,just a waste.",1
B00HFH0J5M,A2J866R9PZZW4F,"12 23, 2013",Amazon Customer,so confused.,"First, there are typos and grammar issues all over the place. I'm not usually one to complain but it got to be a. Little much even for me.Second, if you're going to write a story set in the US then please use the correct lingo. The very British sounding &#34;uni&#34; and university and calling the girls majors &#34;literature course&#34; or &#34;marketing course&#34; was very confusing. I had to keep reminding myself this was set in Cali and Montana where people go to college and take classes and major in lit or marketing.Lastly, the characters were pretty one dimensional. It might have been due to the sheer number of characters involved in the story (many seemed to only be present to create the opportunity for more lack luster stories). Also, the relationship between the two main characters was completely unrealistic. He's 7 yrs older than her and runs multiple businesses. She's a shy 20 yr old college girl without a clue. There is nothing in the story that shows how or why they would be anything more than curious about each other. Then he goes and swears to protect her after speaking barely more than 5 words to her... Umm yeah why on earth would he do that? Not a believable story line.",1
B008JNU4G0,A738SGNKAET35,"10 19, 2012",M. M. Goddard,Warning: Extreme violence and graphic,"This novel was purchased based on two factors: excellent reviews and a debut author. If this had been written as a thriller, perhaps the extreme graphic violence may have been warranted because the reader would know what to expect (such as The Ripper's Daughter by Anders and Phair) but since it was described as a romance, the reader cannot even suspect the shocking content. Please be aware that this novel graphically describes unspeakable acts of violence including incest, pedophilia, rape, breast and vaginal mutilation, and most disturbing, the torture and murder of kittens.",1
B009TW9WJU,A2KOR8DEDS4HZ3,"10 30, 2013",Bookie Nookie,Fell Short of Expectations :-(,"I was so excited when I read the summary for SPARKS. I really thought I was in for a wild story full of deception and corruption and hot sex, but I was sorely disappointed.Gabrielle Winston has created a financial analysis application that could corner the market and change the way businesses are run called Sparks. She shouldn&#8217;t have used her software for work-related business, but she did and now she can&#8217;t hide the impending financial doom that everyone will encounter from her bosses and the rest of the public. While uncovering this upcoming crisis, she also unravels the plots of enemies and creates a few enemies of her own. Now she must keep quiet and keep safe and hope the inner turmoil doesn&#8217;t ruin her. Jarin San Chapelle is a successful businessman and artist from a wealthy family with ties to Gabrielle&#8217;s company. He wants her application and he wants her too. He can have both if he can keep them safe.First, let me tell you Cathryn Louis is obviously one smart cookie. She is a self-proclaimed techie with the resume to back it up and you can see that there is no shortage of information in her writing. I&#8217;m not dumb, but most of the plot revolves around industry terms that those in the business know and it&#8217;s another language for those who don&#8217;t do this for a living, like me. So I ended up skimming a lot of material with detailed instructions on how Gabrielle does her analyst job. (Pages upon pages of information on corporate networks and financial analysis apps. Blah.) Luckily, I understand enough about the market crash to follow that part of the plot, but its not something I desire to read about in a novel in such extreme detail. Let me repeat, DETAIL. I would&#8217;ve stopped reading if not for the fact I was reading for review. The plot of corporate espionage and hostile takeovers during an impeding market crash could have been interesting, but its not well executed. I was bored and lost for the majority of book.That being said, I was also expecting romance. Where is the sexy time?? Gabrielle and Jarin don&#8217;t even meet until the second half of the story and then all of sudden - BAM! - they&#8217;re in love. Uh, what did I miss? It was so out of the blue it seemed that it may have been thrown in afterwards. Gabrielle hates Jarin for being a jackass then the next day he grabs her to say sorry and that&#8217;s their love story. I&#8217;m not exaggerating. That&#8217;s it. Stolen glances and possessive feelings are mixed into the remainder of the story to convey their relationship. Unbelievable and boring.Unless you&#8217;re an IT techie genius or an investment banker I would not read SPARKS. Even people with those specific backgrounds may not find this interesting, because who wants to read about work when you&#8217;re not at work? I read for entertainment and to escape real life and this book failed me on both counts.&#10035;&#10035; Copy provided by the author/publisher for an honest review.",1
